state,name,college_readiness_score,tested_ap,passed_ap,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient
Oklahoma,Marlow,5.2,17%,1.20%,2.9,69%,31%,3,75%,25%
Oklahoma,Mason,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Maysville,N/A,N/A,N/A,2.1,37%,63%,N/A,N/A,N/A
Oklahoma,Mcalester,6.4,10%,5.20%,2.9,69%,31%,3,75%,25%
Oklahoma,Mccurtain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Mcloud,7.8,13%,5.90%,3,75%,25%,2.9,75%,25%
Oklahoma,Medford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Meeker,N/A,N/A,N/A,2.6,52%,48%,2.7,58%,42%
Oklahoma,Merritt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Miami,21.8,29%,19.50%,2.5,59%,41%,3,77%,23%
Oklahoma,Midwest City-Del City,19.3,39%,12.90%,2.7,65%,35%,2.9,72%,28%
Oklahoma,Milburn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Millwood,N/A,N/A,N/A,2.2,35%,65%,2.8,72%,28%
Oklahoma,Minco,N/A,N/A,N/A,3,72%,28%,3.1,85%,15%
Oklahoma,Moore,15.4,23%,13.10%,3.1,81%,19%,3.1,84%,16%
Oklahoma,Mooreland,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Morris,5.1,16%,1.30%,2.7,63%,37%,3,74%,26%
Oklahoma,Morrison,25,37%,20.90%,N/A,N/A,N/A,3.1,92%,8%
Oklahoma,Moss,N/A,N/A,N/A,2.5,45%,55%,N/A,N/A,N/A
Oklahoma,Mounds,N/A,N/A,N/A,2.7,63%,37%,3,78%,22%
Oklahoma,Mountain View-Gotebo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Moyers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Muldrow,10,15%,8.50%,2.4,48%,52%,2.9,74%,26%
Oklahoma,Muskogee,8.4,11%,7.50%,2.2,37%,63%,2.7,63%,37%
Oklahoma,Mustang,16.6,27%,13.10%,2.3,39%,61%,3.2,86%,14%
Oklahoma,Navajo,N/A,N/A,N/A,N/A,N/A,N/A,3,83%,17%
Oklahoma,New Lima,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Newcastle,6.4,11%,4.90%,3,76%,24%,3,78%,22%
Oklahoma,Newkirk,N/A,N/A,N/A,2.5,51%,49%,2.7,62%,38%
Oklahoma,Ninnekah,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Noble,18.5,40%,11.50%,2.8,72%,28%,3,80%,20%
Oklahoma,Norman,35.2,46%,31.40%,2.7,60%,40%,3.2,83%,17%
Oklahoma,Nowata,N/A,N/A,N/A,2.6,60%,40%,2.9,76%,24%
Oklahoma,Oaks-Mission,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Oilton,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Okarche,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Okay,N/A,N/A,N/A,2.3,36%,64%,N/A,N/A,N/A
Oklahoma,Okeene,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Okemah,3.6,14%,0.00%,2.8,66%,34%,2.6,55%,45%
Oklahoma,Oklahoma City Public Schools,27.4,43%,22.10%,2.5,52%,48%,2.7,61%,39%
Oklahoma,Oklahoma Union,N/A,N/A,N/A,2.6,56%,44%,3,77%,23%
Oklahoma,Okmulgee,N/A,N/A,N/A,2.6,67%,33%,2.6,61%,39%
Oklahoma,Oktaha,N/A,N/A,N/A,3.1,75%,25%,2.8,66%,34%
Oklahoma,Olive,N/A,N/A,N/A,2.4,43%,57%,2.9,78%,22%
Oklahoma,Oologah-Talala,9.7,21%,5.80%,2.8,69%,31%,3.1,87%,13%
Oklahoma,Owasso,22.9,30%,20.70%,2.5,53%,47%,2.6,54%,46%
Oklahoma,Panama,N/A,N/A,N/A,3.1,75%,25%,2.9,71%,29%
Oklahoma,Panola,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Paoli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Pauls Valley,9.1,16%,6.90%,N/A,N/A,N/A,2.8,74%,26%
Oklahoma,Pawhuska,N/A,N/A,N/A,2.2,33%,67%,3,77%,23%
Oklahoma,Pawnee,12.2,29%,6.70%,2.8,66%,34%,2.7,62%,38%
Oklahoma,Perkins-Tryon,8.2,16%,5.70%,N/A,N/A,N/A,2.8,68%,32%
Oklahoma,Perry,8.6,16%,6.30%,2.9,68%,32%,2.9,80%,20%
Oklahoma,Piedmont,22,34%,17.80%,3,77%,23%,3.2,90%,10%
Oklahoma,Pioneer-Pleasant Vale,N/A,N/A,N/A,2.6,57%,43%,2.9,72%,28%
Oklahoma,Plainview,15.2,17%,14.60%,3.6,87%,13%,3.3,91%,9%
Oklahoma,Pocola,N/A,N/A,N/A,2.5,54%,46%,2.8,70%,30%
Oklahoma,Ponca City,9.9,15%,8.10%,2.4,46%,54%,2.9,71%,29%
Oklahoma,Pond Creek-Hunter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Porter Consolidated,N/A,N/A,N/A,2.7,62%,38%,N/A,N/A,N/A
Oklahoma,Porum,10.8,33%,3.30%,2.2,38%,62%,N/A,N/A,N/A
Oklahoma,Poteau,N/A,N/A,N/A,2.5,54%,46%,2.9,70%,30%
Oklahoma,Prague,12.7,16%,11.70%,2.9,75%,25%,3,84%,16%
Oklahoma,Preston,N/A,N/A,N/A,3,74%,26%,N/A,N/A,N/A
Oklahoma,Pryor,9.1,12%,8.10%,2.1,30%,70%,3.1,81%,19%
Oklahoma,Purcell,N/A,N/A,N/A,3.2,81%,19%,3.1,81%,19%
Oklahoma,Putnam City,14.3,23%,11.30%,2.4,50%,50%,2.9,74%,26%
Oklahoma,Quapaw,N/A,N/A,N/A,2.8,72%,28%,3,74%,26%
Oklahoma,Quinton,N/A,N/A,N/A,3,63%,37%,N/A,N/A,N/A
Oklahoma,Rattan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Ringling,N/A,N/A,N/A,N/A,N/A,N/A,2.8,58%,42%
Oklahoma,Ringwood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Ripley,N/A,N/A,N/A,3.2,76%,24%,3.2,90%,10%
Oklahoma,Rock Creek,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Roff,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Roland,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Rush Springs,N/A,N/A,N/A,2.9,67%,33%,2.8,67%,33%
Oklahoma,Ryan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Salina,N/A,N/A,N/A,2.7,61%,39%,2.6,55%,45%
Oklahoma,Sallisaw,7.5,14%,5.30%,2.4,48%,52%,2.7,57%,43%
Oklahoma,Sand Springs,8.9,16%,6.60%,2.1,30%,70%,2.9,74%,26%
Oklahoma,Sapulpa,6.9,12%,5.20%,2.1,30%,70%,2.9,72%,28%
Oklahoma,Sasakwa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Savanna,8.3,27%,2.10%,2.9,72%,28%,2.8,72%,28%
Oklahoma,Sayre,12.5,43%,2.50%,3,83%,17%,3,73%,27%
Oklahoma,Seiling,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Seminole,N/A,N/A,N/A,2.7,59%,41%,2.8,73%,27%
Oklahoma,Sentinel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Sequoyah,N/A,N/A,N/A,2.9,69%,31%,3.1,84%,16%
Oklahoma,Sharon-Mutual,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Shattuck,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Shawnee,5.6,7%,5.20%,2.9,72%,28%,3,77%,23%
Oklahoma,Shidler,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Silo,N/A,N/A,N/A,2.5,53%,47%,2.9,74%,26%
Oklahoma,Skiatook,6.7,10%,5.50%,2.8,68%,32%,3,77%,23%
Oklahoma,Smithville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Snyder,N/A,N/A,N/A,2.8,62%,38%,N/A,N/A,N/A
Oklahoma,Soper,N/A,N/A,N/A,2.6,59%,41%,N/A,N/A,N/A
Oklahoma,South Coffeyville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Sperry,9.9,15%,8.20%,2.9,72%,28%,2.9,69%,31%
Oklahoma,Spiro,7.7,24%,2.40%,2.3,39%,61%,2.9,69%,31%
Oklahoma,Springer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Sterling,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Stigler,N/A,N/A,N/A,2.9,74%,26%,2.9,71%,29%
Oklahoma,Stillwater,18.6,22%,17.30%,3.1,72%,28%,3.1,81%,19%
Oklahoma,Stilwell,7.8,20%,3.90%,2.5,50%,50%,2.6,62%,38%
Oklahoma,Stonewall,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Stratford,N/A,N/A,N/A,2.4,39%,61%,2.4,43%,57%
Oklahoma,Stringtown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Strother,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Stroud,13,29%,7.70%,2.4,43%,57%,2.8,71%,29%
Oklahoma,Stuart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Sulphur,8.1,13%,6.50%,2.9,62%,38%,2.9,75%,25%
Oklahoma,Tahlequah,11.1,18%,8.60%,2.7,63%,37%,3,77%,23%
Oklahoma,Talihina,N/A,N/A,N/A,2.5,54%,46%,2.7,66%,34%
Oklahoma,Tecumseh,5.2,7%,4.70%,2.9,72%,28%,3,76%,24%
Oklahoma,Temple,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Texhoma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Thackerville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Thomas-Fay-Custer Unified Dist,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Tishomingo,N/A,N/A,N/A,3,72%,28%,2.8,67%,33%
Oklahoma,Tonkawa,N/A,N/A,N/A,3.2,85%,15%,3.2,85%,15%
Oklahoma,Tulsa Public Schools,22.6,44%,15.60%,2.4,47%,53%,2.7,60%,40%
Oklahoma,Tupelo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Turner,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Turpin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Tushka,N/A,N/A,N/A,2.9,68%,32%,3,72%,28%
Oklahoma,Tuttle,N/A,N/A,N/A,3.2,81%,19%,3.1,80%,20%
Oklahoma,Tyrone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Union,21.1,26%,19.50%,2.1,36%,64%,2.2,34%,66%
Oklahoma,Union City,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Valliant,15.1,27%,11.30%,2.6,55%,45%,2.7,63%,37%
Oklahoma,Vanoss,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Varnum,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Velma-Alma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Verden,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Verdigris,N/A,N/A,N/A,3.2,80%,20%,3,76%,24%
Oklahoma,Vian,N/A,N/A,N/A,3.2,80%,20%,3,70%,30%
Oklahoma,Vinita,6.4,11%,4.80%,2.9,71%,29%,2.9,75%,25%
Oklahoma,Wagoner,6.5,14%,3.90%,2.2,36%,64%,2.8,66%,34%
Oklahoma,Walters,N/A,N/A,N/A,2.8,70%,30%,3.1,79%,21%
Oklahoma,Wapanucka,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Warner,9,28%,2.80%,2.2,37%,63%,2.8,63%,37%
Oklahoma,Washington,N/A,N/A,N/A,3,75%,25%,2.9,73%,27%
Oklahoma,Watonga,N/A,N/A,N/A,2.8,73%,27%,2.9,71%,29%
Oklahoma,Watts,N/A,N/A,N/A,2.3,40%,60%,2.4,45%,55%
Oklahoma,Waukomis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Waurika,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Wayne,N/A,N/A,N/A,2.6,63%,37%,2.9,72%,28%
Oklahoma,Waynoka,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Weatherford,16.4,23%,14.10%,3,84%,16%,3.1,83%,17%
Oklahoma,Welch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Weleetka,N/A,N/A,N/A,N/A,N/A,N/A,2.7,56%,44%
Oklahoma,Wellston,13.6,28%,8.70%,2.4,39%,61%,2.6,62%,38%
Oklahoma,Western Heights,8,21%,3.60%,2.2,40%,60%,2.6,58%,42%
Oklahoma,Westville,N/A,N/A,N/A,3,73%,27%,2.9,76%,24%
Oklahoma,Wetumka,N/A,N/A,N/A,2.4,45%,55%,N/A,N/A,N/A
Oklahoma,Wewoka,N/A,N/A,N/A,2.4,39%,61%,2.4,46%,54%
Oklahoma,Wilburton,8.7,23%,4.00%,2.9,68%,32%,2.8,70%,30%
Oklahoma,Wilson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Wister,N/A,N/A,N/A,2.7,57%,43%,2.7,61%,39%
Oklahoma,Woodland,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oklahoma,Woodward,13.7,26%,9.50%,2.5,53%,47%,2.9,77%,23%
Oklahoma,Wright City,N/A,N/A,N/A,3.1,83%,17%,N/A,N/A,N/A
Oklahoma,Wyandotte,9.9,21%,6.30%,2.8,64%,36%,2.8,68%,32%
Oklahoma,Wynnewood,N/A,N/A,N/A,2.7,58%,42%,2.9,76%,24%
Oklahoma,Yale,N/A,N/A,N/A,2.3,39%,61%,N/A,N/A,N/A
Oklahoma,Yukon,16.7,28%,12.90%,3,75%,25%,3.2,88%,12%
Oregon,Adrian School District 61,N/A,N/A,N/A,2.4,55%,45%,2.7,64%,36%
Oregon,Amity School District 4J,N/A,N/A,N/A,2.1,42%,58%,2.7,73%,27%
Oregon,Ashland School District 5,29.6,34%,28.10%,2.9,77%,23%,3.3,95%,5%
Oregon,Astoria School District 1,N/A,N/A,N/A,2.4,61%,39%,3,84%,16%
Oregon,Athena-Weston School District 29Rj,N/A,N/A,N/A,2.3,53%,47%,2.8,80%,20%
Oregon,Baker School District 5J,11.2,20%,8.20%,2.3,59%,41%,2.9,84%,16%
Oregon,Bandon School District 54,N/A,N/A,N/A,2.5,66%,34%,2.9,84%,16%
Oregon,Banks School District 13,17.5,24%,15.50%,2.8,75%,25%,3.1,96%,4%
Oregon,Beaverton School District 48J,36.4,43%,34.20%,2.7,72%,28%,3.1,90%,10%
Oregon,Bend-Lapine Administrative School District 1,20.6,28%,18.00%,2.5,69%,31%,3,88%,12%
Oregon,Bethel School District 52,10.2,13%,9.50%,2.2,53%,47%,2.8,80%,20%
Oregon,Blachly School District 90,N/A,N/A,N/A,2.5,61%,39%,3.1,89%,11%
Oregon,Brookings-Harbor School District 17C,3.7,8%,2.10%,2.3,50%,50%,2.8,70%,30%
Oregon,Camas Valley School District 21J,N/A,N/A,N/A,2.1,50%,50%,3,90%,10%
Oregon,Canby School District 86,18.6,22%,17.40%,2.7,78%,22%,2.9,83%,17%
Oregon,Cascade School District 5,11.9,22%,8.70%,2.6,69%,31%,2.9,85%,15%
Oregon,Centennial School District 28J,21.9,29%,19.50%,2.3,54%,46%,2.7,74%,26%
Oregon,Central Curry School District 1,13.8,33%,7.50%,2.3,55%,45%,2.8,80%,20%
Oregon,Central Linn School District 552,6.9,22%,2.00%,2.1,50%,50%,2.9,81%,19%
Oregon,Central Point School District 6,N/A,N/A,N/A,2.3,57%,43%,3,86%,14%
Oregon,Central School District 13J,11.5,12%,11.30%,2.3,55%,45%,2.7,74%,26%
Oregon,Clatskanie School District 6J,N/A,N/A,N/A,2.5,69%,31%,2.7,82%,18%
Oregon,Colton School District 53,13.7,26%,9.60%,2.7,78%,22%,3.1,91%,9%
Oregon,Coos Bay School District 9,5.9,10%,4.40%,2.1,47%,53%,2.7,73%,27%
Oregon,Coquille School District 8,N/A,N/A,N/A,1.8,34%,66%,2.6,65%,35%
Oregon,Corbett School District,67.7,96%,58.20%,3,85%,15%,3.2,94%,6%
Oregon,Corvallis School District 509J,32.4,36%,31.30%,2.8,74%,26%,3.2,90%,10%
Oregon,Cove School District 15,N/A,N/A,N/A,3,95%,5%,2.7,82%,18%
Oregon,Creswell School District 40,N/A,N/A,N/A,2.5,62%,38%,2.9,85%,15%
Oregon,Crook County School District,7.2,11%,6.10%,2.6,70%,30%,3.1,92%,8%
Oregon,Crow-Applegate-Lorane School District 66,N/A,N/A,N/A,2.6,70%,30%,3.1,90%,10%
Oregon,Culver School District 4,N/A,N/A,N/A,2.4,58%,42%,3.1,95%,5%
Oregon,Dallas School District 2,13.1,20%,11.00%,2.6,68%,32%,3,88%,12%
Oregon,David Douglas School District 40,18.4,25%,16.30%,2.5,64%,36%,2.8,81%,19%
Oregon,Dayton School District 8,N/A,N/A,N/A,2,47%,53%,2.6,74%,26%
Oregon,Douglas County School District 15,N/A,N/A,N/A,1.9,50%,50%,2.7,75%,25%
Oregon,Douglas County School District 4,7.8,10%,7.00%,1.9,38%,62%,2.5,68%,32%
Oregon,Dufur School District 29,N/A,N/A,N/A,2.5,59%,41%,2.9,82%,18%
Oregon,Eagle Point School District 9,1.1,5%,0.00%,2.2,54%,46%,2.7,73%,27%
Oregon,Echo School District 5,N/A,N/A,N/A,1.8,28%,72%,2.7,70%,30%
Oregon,Elgin School District 23,N/A,N/A,N/A,2.3,52%,48%,2.9,79%,21%
Oregon,Elkton School District 34,N/A,N/A,N/A,2.3,67%,33%,3.1,89%,11%
Oregon,Enterprise School District 21,22.8,38%,17.60%,2.9,85%,15%,3.3,96%,4%
Oregon,Estacada School District 108,9.9,13%,8.80%,2.1,47%,53%,2.8,79%,21%
Oregon,Eugene School District 4J,22.2,29%,19.90%,2.6,72%,28%,3,88%,12%
Oregon,Falls City School District 57,N/A,N/A,N/A,1.7,33%,67%,2,17%,83%
Oregon,Fern Ridge School District 28J,24.8,35%,21.30%,1.9,37%,63%,2.7,73%,27%
Oregon,Forest Grove School District 15,19,25%,16.80%,2.9,88%,12%,3,90%,10%
Oregon,Gaston School District 511J,21.1,38%,15.60%,2.5,73%,27%,3,88%,12%
Oregon,Gervais School District 1,14.3,30%,9.10%,2.5,71%,29%,2.7,82%,18%
Oregon,Gladstone School District 115,8.5,13%,7.10%,2.4,60%,40%,3.1,93%,7%
Oregon,Glendale School District 77,N/A,N/A,N/A,2.2,57%,43%,2.8,77%,23%
Oregon,Glide School District 12,N/A,N/A,N/A,2.5,70%,30%,3.1,91%,9%
Oregon,Grants Pass School District 7,4.1,5%,3.80%,2.5,66%,34%,3,87%,13%
Oregon,Greater Albany Public School District 8J,11.5,14%,10.70%,2.3,56%,44%,2.9,80%,20%
Oregon,Gresham-Barlow School District 10J,13.6,21%,11.10%,2.6,69%,31%,3,84%,16%
Oregon,Harney County School District 3,17.4,24%,15.30%,2.1,41%,59%,2.7,75%,25%
Oregon,Harney County Union High School District 1J,N/A,N/A,N/A,2.5,65%,35%,3.3,100%,0%
Oregon,Harrisburg School District 7J,10.2,20%,7.00%,2.3,54%,46%,2.8,76%,24%
Oregon,Hermiston School District 8,12.8,22%,9.60%,2.5,66%,34%,2.8,81%,19%
Oregon,Hillsboro School District 1J,21.5,28%,19.30%,2.6,73%,27%,2.9,86%,14%
Oregon,Hood River County School District,30.6,40%,27.40%,2.5,70%,30%,3,89%,11%
Oregon,Imbler School District 11,N/A,N/A,N/A,2.4,62%,38%,2.9,81%,19%
Oregon,Ione School District R2,14,44%,4.00%,2.9,88%,12%,3.1,100%,0%
Oregon,Jefferson County School District 509J,6.4,14%,4.00%,2.5,64%,36%,2.7,76%,24%
Oregon,Jefferson School District 14J,N/A,N/A,N/A,2,38%,62%,2.5,71%,29%
Oregon,John Day School District 3,N/A,N/A,N/A,2.7,75%,25%,3.2,93%,7%
Oregon,Joseph School District 6,N/A,N/A,N/A,2.3,57%,43%,2.7,71%,29%
Oregon,Junction City School District 69,10.1,16%,8.30%,2.8,81%,19%,3,86%,14%
Oregon,Klamath County School District,4.2,12%,1.80%,2.2,48%,52%,2.7,78%,22%
Oregon,Klamath Falls City Schools,5.7,12%,3.60%,2.3,55%,45%,2.9,77%,23%
Oregon,Knappa School District 4,15.4,35%,8.80%,2.3,54%,46%,2.9,68%,32%
Oregon,La Grande School District 1,11,14%,9.90%,2.3,54%,46%,2.9,83%,17%
Oregon,Lake County School District 7,N/A,N/A,N/A,2.5,64%,36%,3,91%,9%
Oregon,Lake Oswego School District 7J,45.5,50%,43.90%,3.2,93%,7%,3.3,98%,2%
Oregon,Lebanon Community School District 9,5.4,9%,4.20%,2.2,45%,55%,2.8,79%,21%
Oregon,Lincoln County School District,10.7,11%,10.60%,2,42%,58%,3,83%,17%
Oregon,Lowell School District 71,N/A,N/A,N/A,2.3,50%,50%,2.5,62%,38%
Oregon,Mapleton School District 32,N/A,N/A,N/A,2.4,67%,33%,2.5,60%,40%
Oregon,Mckenzie School District 68,N/A,N/A,N/A,2.5,59%,41%,3.1,88%,12%
Oregon,Mcminnville School District 40,8.6,12%,7.50%,2.5,66%,34%,2.9,89%,11%
Oregon,Medford School District 549C,13.3,20%,11.10%,2.2,56%,44%,2.8,75%,25%
Oregon,Milton-Freewater Unified School District 7,N/A,N/A,N/A,1.7,33%,67%,2.1,51%,49%
Oregon,Molalla River School District 35,8.8,14%,7.00%,2.6,69%,31%,2.9,84%,16%
Oregon,Monroe School District 1J,N/A,N/A,N/A,2.8,78%,22%,3,91%,9%
Oregon,Morrow School District 1,16.1,33%,10.40%,2.5,68%,32%,2.8,80%,20%
Oregon,Mt Angel School District 91,N/A,N/A,N/A,2.3,59%,41%,2.8,78%,22%
Oregon,Multnomah Esd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,Myrtle Point School District 41,N/A,N/A,N/A,2.2,53%,47%,2.7,74%,26%
Oregon,Neah-Kah-Nie School District 56,23.9,43%,17.40%,2.5,66%,34%,3.1,93%,7%
Oregon,Nestucca Valley School District 101J,N/A,N/A,N/A,2.2,54%,46%,3,91%,9%
Oregon,Newberg School District 29J,17.1,25%,14.40%,2.6,71%,29%,3,88%,12%
Oregon,North Bend School District 13,N/A,N/A,N/A,2.3,50%,50%,3.1,92%,8%
Oregon,North Clackamas School District 12,23.7,31%,21.20%,2.4,63%,37%,2.8,80%,20%
Oregon,North Douglas School District 22,N/A,N/A,N/A,2.5,62%,38%,3.1,95%,5%
Oregon,North Lake School District 14,N/A,N/A,N/A,2.2,50%,50%,3,80%,20%
Oregon,North Marion School District 15,N/A,N/A,N/A,2.2,55%,45%,2.8,80%,20%
Oregon,North Powder School District 8J,N/A,N/A,N/A,2.3,47%,53%,3,87%,13%
Oregon,North Santiam School District 29J,10.1,19%,7.10%,2.1,48%,52%,2.8,78%,22%
Oregon,North Wasco County School District 21,9,15%,7.10%,2.3,53%,47%,3,89%,11%
Oregon,Nyssa School District 26,N/A,N/A,N/A,2.8,73%,27%,3.1,90%,10%
Oregon,Oakland School District 1,N/A,N/A,N/A,2.7,76%,24%,3.1,92%,8%
Oregon,Oakridge School District 76,16.9,32%,11.80%,2.5,59%,41%,2.8,78%,22%
Oregon,ODE YCEP District,N/A,N/A,N/A,1.6,23%,77%,2.4,59%,41%
Oregon,Ontario School District 8C,N/A,N/A,N/A,2.6,71%,29%,2.8,84%,16%
Oregon,Oregon City School District 62,29.4,34%,28.00%,2.4,63%,37%,2.9,83%,17%
Oregon,Oregon Department Of Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,Oregon Trail School District 46,12.1,16%,10.90%,2.4,61%,39%,2.9,88%,12%
Oregon,Parkrose School District 3,17.1,26%,14.20%,2.2,56%,44%,2.7,76%,24%
Oregon,Pendleton School District 16,7.7,9%,7.40%,2.2,52%,48%,2.8,80%,20%
Oregon,Perrydale School District 21,N/A,N/A,N/A,2.3,48%,52%,2.9,78%,22%
Oregon,Philomath School District 17J,9.2,16%,7.10%,2.8,76%,24%,3,86%,14%
Oregon,Phoenix-Talent School District 4,27.1,41%,22.30%,1.9,41%,59%,2.6,67%,33%
Oregon,Pilot Rock School District 2,N/A,N/A,N/A,2.6,72%,28%,2.9,91%,9%
Oregon,Pine Eagle School District 61,N/A,N/A,N/A,2.6,71%,29%,2.8,88%,12%
Oregon,Pleasant Hill School District 1,10.4,15%,9.00%,2.8,73%,27%,3.1,88%,12%
Oregon,Port Orford-Langlois School District 2Cj,N/A,N/A,N/A,2.9,87%,13%,3.4,100%,0%
Oregon,Portland Public Schools,26.1,39%,21.70%,2.4,60%,40%,2.8,77%,23%
Oregon,Prospect School District 59,N/A,N/A,N/A,2.2,40%,60%,2.7,77%,23%
Oregon,Rainier School District 13,5.3,18%,1.10%,2.6,75%,25%,2.9,80%,20%
Oregon,Redmond School District 2J,12.4,22%,9.10%,2.5,68%,32%,3.1,89%,11%
Oregon,Reedsport School District 105,N/A,N/A,N/A,2,46%,54%,2.8,79%,21%
Oregon,Reynolds School District 7,12.6,21%,9.80%,1.9,40%,60%,2.3,58%,42%
Oregon,Riddle School District 70,N/A,N/A,N/A,2,39%,61%,2.8,87%,13%
Oregon,Riverdale School District 51J,16.5,20%,15.40%,3,89%,11%,3.4,96%,4%
Oregon,Rogue River School District 35,10.9,17%,9.00%,2.5,68%,32%,3.1,91%,9%
Oregon,Salem-Keizer Public Schools,14.8,21%,12.70%,2.5,67%,33%,2.9,84%,16%
Oregon,Santiam Canyon School District 129J,11.6,32%,4.90%,2.1,44%,56%,2.7,78%,22%
Oregon,Scappoose School District 1J,12.3,20%,9.80%,2.8,80%,20%,3,90%,10%
Oregon,Scio School District 95,N/A,N/A,N/A,2.6,71%,29%,3.1,88%,12%
Oregon,Seaside School District 10,N/A,N/A,N/A,2.2,56%,44%,2.9,85%,15%
