state,name,college_readiness_score,tested_ap,passed_ap,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient
Illinois,Villa Grove Cusd 302,N/A,N/A,N/A,2.5,55%,45%,2.5,51%,49%
Illinois,Wabash Cusd 348,3.1,10%,0.70%,2.3,37%,63%,2.4,42%,58%
Illinois,Waltonville Cusd 1,N/A,N/A,N/A,2.6,62%,38%,2.6,55%,45%
Illinois,Warren Cusd 205,N/A,N/A,N/A,2.5,50%,50%,2.4,39%,61%
Illinois,Warren Twp Hsd 121,41,44%,39.90%,2.7,63%,37%,2.7,59%,41%
Illinois,Warrensburg-Latham Cusd 11,N/A,N/A,N/A,2.5,46%,54%,2.6,62%,38%
Illinois,Warsaw Cusd 316,N/A,N/A,N/A,2.4,46%,54%,2.2,40%,60%
Illinois,Washington Chsd 308,4.7,7%,4.00%,2.7,65%,35%,2.7,63%,37%
Illinois,Waterloo Cusd 5,N/A,N/A,N/A,2.7,68%,32%,2.6,60%,40%
Illinois,Wauconda Cusd 118,16.5,18%,16.00%,2.6,60%,40%,2.6,57%,43%
Illinois,Waukegan Cusd 60,10.5,19%,7.60%,2.1,24%,76%,2,22%,78%
Illinois,Waverly Cusd 6,N/A,N/A,N/A,2.4,42%,58%,2.2,28%,72%
Illinois,Wayne City Cusd 100,N/A,N/A,N/A,2.4,50%,50%,2.2,33%,67%
Illinois,Webber Twp Hsd 204,N/A,N/A,N/A,2.6,58%,42%,2.4,46%,54%
Illinois,Wesclin Cusd 3,N/A,N/A,N/A,2.8,72%,28%,2.8,65%,35%
Illinois,West Carroll Cusd 314,3.1,9%,0.90%,2.3,44%,56%,2.5,49%,51%
Illinois,West Central Cusd 235,N/A,N/A,N/A,2.3,38%,62%,2.6,60%,40%
Illinois,West Prairie Cusd 103,N/A,N/A,N/A,2.3,39%,61%,2.6,50%,50%
Illinois,West Richland Cusd 2,N/A,N/A,N/A,2.2,32%,68%,2.5,56%,44%
Illinois,West Washington Co Cud 10,N/A,N/A,N/A,2.6,63%,37%,2.7,61%,39%
Illinois,Western Cusd 12,N/A,N/A,N/A,2.1,38%,62%,2.2,40%,60%
Illinois,Westville Cusd 2,N/A,N/A,N/A,2.2,34%,66%,2.2,37%,63%
Illinois,Wethersfield Cusd 230,N/A,N/A,N/A,2.5,53%,47%,2.4,45%,55%
Illinois,Williamsfield Cusd 210,N/A,N/A,N/A,2.3,38%,62%,2.4,50%,50%
Illinois,Williamsville Cusd 15,27.5,30%,26.70%,2.6,65%,35%,2.7,66%,34%
Illinois,Wilmington Cusd 209U,16,22%,14.00%,2.5,52%,48%,2.5,53%,47%
Illinois,Winchester Cusd 1,N/A,N/A,N/A,2.5,51%,49%,2.4,49%,51%
Illinois,Windsor Cusd 1,N/A,N/A,N/A,2.4,54%,46%,2.5,61%,39%
Illinois,Winnebago Cusd 323,4.5,8%,3.30%,2.6,58%,42%,2.5,53%,47%
Illinois,Woodland Cusd 5,N/A,N/A,N/A,2.8,76%,24%,2.4,45%,55%
Illinois,Woodlawn Chsd 205,N/A,N/A,N/A,2.6,58%,42%,2.5,56%,44%
Illinois,Woodstock Cusd 200,21.8,25%,20.90%,2.4,47%,53%,2.5,48%,52%
Illinois,Yorkville Cusd 115,23.9,32%,21.40%,2.5,46%,54%,2.5,51%,49%
Illinois,Zeigler-Royalton Cusd 188,N/A,N/A,N/A,2.4,43%,57%,2.5,57%,43%
Illinois,Zion-Benton Twp Hsd 126,23.9,29%,22.10%,2.2,36%,64%,2.4,41%,59%
Indiana,21St Century Charter Sch Of Gary,N/A,N/A,N/A,2.5,47%,53%,2.7,63%,37%
Indiana,Adams Central Community Schools,29,50%,22.00%,2.7,65%,35%,2.9,85%,15%
Indiana,Alexandria Com School Corp,22.3,43%,15.20%,3,79%,21%,2.9,85%,15%
Indiana,Anderson Community School Corp,12.2,28%,6.80%,N/A,N/A,N/A,2.7,67%,33%
Indiana,Argos Community Schools,11,24%,6.80%,2.8,75%,25%,2.8,82%,18%
Indiana,Attica Consolidated Sch Corp,14.7,38%,6.80%,2.5,49%,51%,2.7,67%,33%
Indiana,Avon Community School Corp,30.6,39%,27.90%,3.1,90%,10%,2.9,87%,13%
Indiana,Barr-Reeve Com Schools Inc,N/A,N/A,N/A,3.4,100%,0%,2.9,90%,10%
Indiana,Bartholomew Con School Corp,21.3,31%,18.10%,2.6,53%,47%,2.8,78%,22%
Indiana,Batesville Community Sch Corp,35.8,62%,27.30%,3.2,90%,10%,2.9,83%,17%
Indiana,Baugo Community Schools,14.9,48%,4.00%,2.4,42%,58%,2.7,71%,29%
Indiana,Beech Grove City Schools,15,29%,10.20%,2.8,74%,26%,2.8,78%,22%
Indiana,Benton Community School Corp,19.8,36%,14.20%,2.8,66%,34%,2.9,85%,15%
Indiana,Blackford County Schools,9.5,29%,3.00%,2.8,70%,30%,2.8,76%,24%
Indiana,Bloomfield School District,N/A,N/A,N/A,2.7,69%,31%,2.8,77%,23%
Indiana,Blue River Valley Schools,23.6,44%,16.70%,2.2,15%,85%,2.8,82%,18%
Indiana,Bremen Public Schools,5.3,17%,1.40%,2.9,68%,32%,2.9,84%,16%
Indiana,Brown County School Corporation,15.5,26%,12.10%,3.4,98%,2%,2.8,75%,25%
Indiana,Brownsburg Community Sch Corp,29.2,42%,25.00%,2.9,71%,29%,3,89%,11%
Indiana,Brownstown Cnt Com Sch Corp,12.8,25%,8.70%,2.7,61%,39%,2.9,82%,18%
Indiana,Burris Laboratory School,29.9,49%,23.50%,3.1,94%,6%,2.9,86%,14%
Indiana,C A Beard Memorial School Corp,8.6,22%,3.90%,2.7,68%,32%,2.8,76%,24%
Indiana,Campagna Academy Charter School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,Carmel Clay Schools,46.5,56%,43.30%,3.3,96%,4%,3.1,95%,5%
Indiana,Carroll Consolidated Sch Corp,16.3,25%,13.30%,3.1,94%,6%,2.8,78%,22%
Indiana,Caston School Corporation,12.5,40%,3.40%,2.6,59%,41%,2.8,75%,25%
Indiana,Center Grove Com Sch Corp,29.7,45%,24.70%,3.4,95%,5%,3,89%,11%
Indiana,Centerville-Abington Com Schs,17.7,23%,15.90%,3.7,100%,0%,2.9,80%,20%
Indiana,Central Noble Com School Corp,15,35%,8.50%,2.2,23%,77%,2.8,71%,29%
Indiana,Charles A Tindley Accelerated Schl,N/A,N/A,N/A,N/A,N/A,N/A,2.9,91%,9%
Indiana,Clark-Pleasant Com School Corp,16.6,28%,12.70%,3,84%,16%,2.8,77%,23%
Indiana,Clarksville Com School Corp,11.4,16%,10.00%,2.3,24%,76%,2.8,76%,24%
Indiana,Clay Community Schools,10.3,23%,6.10%,3.2,93%,7%,2.8,79%,21%
Indiana,Clinton Central School Corp,8.5,21%,4.20%,3.1,92%,8%,2.9,83%,17%
Indiana,Clinton Prairie School Corp,18.9,33%,14.30%,2.7,62%,38%,2.9,84%,16%
Indiana,Cloverdale Community Schools,13.5,30%,8.20%,3.3,100%,0%,2.7,68%,32%
Indiana,Community Montessori Inc,N/A,N/A,N/A,2.3,33%,67%,2.8,78%,22%
Indiana,Community Schools Of Frankfort,9.1,18%,6.20%,2.9,72%,28%,2.7,69%,31%
Indiana,Concord Community Schools,20.5,43%,12.90%,3,87%,13%,2.8,78%,22%
Indiana,Covington Community Sch Corp,N/A,N/A,N/A,2.7,70%,30%,2.8,80%,20%
Indiana,Cowan Community School Corp,14.4,35%,7.70%,N/A,N/A,N/A,2.9,86%,14%
Indiana,Crawford Co Com School Corp,8.3,21%,4.30%,3,92%,8%,2.8,80%,20%
Indiana,Crawfordsville Com Schools,19,28%,15.90%,3.1,84%,16%,2.8,81%,19%
Indiana,Crothersville Community Schools,N/A,N/A,N/A,2.8,71%,29%,2.7,72%,28%
Indiana,Crown Point Community Sch Corp,27.7,38%,24.30%,3.2,89%,11%,3,93%,7%
Indiana,Culver Community Schools Corp,6.3,16%,3.20%,2.6,52%,48%,2.7,70%,30%
Indiana,Daleville Community Schools,N/A,N/A,N/A,3,79%,21%,2.8,81%,19%
Indiana,Danville Community School Corp,6.8,11%,5.40%,3.6,100%,0%,2.9,87%,13%
Indiana,Decatur County Com Schools,7.9,25%,2.20%,2.5,44%,56%,2.9,85%,15%
Indiana,Dekalb Co Ctl United Sch Dist,17.4,23%,15.50%,3.1,96%,4%,2.8,78%,22%
Indiana,Dekalb Co Eastern Com Sch Dist,3.1,12%,0.00%,3,91%,9%,2.8,77%,23%
Indiana,Delaware Community School Corp,N/A,N/A,N/A,3.2,97%,3%,2.8,80%,20%
Indiana,Delphi Community School Corp,15.1,38%,7.70%,2.6,47%,53%,2.8,78%,22%
Indiana,Duneland School Corporation,14.3,19%,12.80%,3.2,85%,15%,2.9,84%,16%
Indiana,East Allen County Schools,14.9,35%,8.20%,2.7,54%,46%,2.8,76%,24%
Indiana,East Gibson School Corporation,N/A,N/A,N/A,2.5,47%,53%,2.8,73%,27%
Indiana,East Noble School Corp,22.8,45%,15.30%,2.9,81%,19%,2.7,70%,30%
Indiana,East Porter County School Corp,16.1,36%,9.50%,2.9,76%,24%,2.9,87%,13%
Indiana,East Washington School Corp,10.9,28%,5.20%,2.3,26%,74%,2.7,72%,28%
Indiana,Eastbrook Community Sch Corp,15.8,28%,11.70%,2.8,56%,44%,2.8,77%,23%
Indiana,Eastern Greene Schools,6.6,14%,4.30%,2.8,67%,33%,2.7,66%,34%
Indiana,Eastern Hancock Co Com Sch Corp,17.3,32%,12.30%,3.3,94%,6%,2.9,86%,14%
Indiana,Eastern Howard School Corp,15.4,33%,9.80%,3.2,89%,11%,2.9,88%,12%
Indiana,Eastern Pulaski Com Sch Corp,9.1,25%,3.90%,3,73%,27%,2.9,84%,16%
Indiana,Edinburgh Community Sch Corp,13.7,30%,8.50%,2.9,77%,23%,2.8,75%,25%
Indiana,Elkhart Community Schools,13.4,25%,9.50%,3,72%,28%,2.8,73%,27%
Indiana,Elwood Community School Corp,13.6,35%,6.50%,2.7,65%,35%,2.9,83%,17%
Indiana,Eminence Community School Corp,8.3,33%,0.00%,2.4,35%,65%,2.9,86%,14%
Indiana,Evansville Vanderburgh Sch Corp,5.2,10%,3.70%,2.8,69%,31%,2.7,66%,34%
Indiana,Excel Center For Adult Learners,N/A,N/A,N/A,2.8,72%,28%,2.5,53%,47%
Indiana,Fairfield Community Schools,23.7,29%,21.90%,3.8,100%,0%,2.9,85%,15%
Indiana,Fall Creek Academy,N/A,N/A,N/A,2.3,30%,70%,2.5,47%,53%
Indiana,Fayette County School Corp,8.5,24%,3.30%,2.6,55%,45%,2.9,82%,18%
Indiana,Flat Rock-Hawcreek School Corp,N/A,N/A,N/A,3.3,98%,2%,2.8,81%,19%
Indiana,Fort Wayne Community Schools,12.4,25%,8.20%,2.4,38%,62%,2.7,69%,31%
Indiana,Fountain Square Academy,N/A,N/A,N/A,2.5,46%,54%,2.5,50%,50%
Indiana,Franklin Community School Corp,21.5,35%,16.90%,2.8,69%,31%,2.8,77%,23%
Indiana,Franklin County Com Sch Corp,8,18%,4.70%,2.5,44%,56%,2.7,65%,35%
Indiana,Franklin Township Com Sch Corp,21.9,38%,16.60%,3.3,93%,7%,2.9,86%,14%
Indiana,Frankton-Lapel Community Schs,10.9,24%,6.60%,2.8,66%,34%,2.9,87%,13%
Indiana,Fremont Community Schools,4.7,12%,2.40%,2.7,67%,33%,2.8,79%,21%
Indiana,Frontier School Corporation,10.6,17%,8.50%,2.4,32%,68%,2.7,69%,31%
Indiana,Garrett-Keyser-Butler Com,15.2,27%,11.40%,3,86%,14%,2.8,79%,21%
Indiana,Gary Community School Corp,4.2,15%,0.40%,2.3,23%,77%,2.5,51%,49%
Indiana,Goshen Community Schools,21.6,24%,20.80%,3.1,93%,7%,2.7,66%,34%
Indiana,Greater Clark County Schools,17.8,31%,13.40%,2.8,69%,31%,2.8,75%,25%
Indiana,Greater Jasper Con Schs,27.6,44%,22.20%,3.1,94%,6%,2.9,89%,11%
Indiana,Greencastle Community Sch Corp,21.2,34%,16.80%,3,76%,24%,2.8,79%,21%
Indiana,Greenfield-Central Com Schools,17.8,30%,13.80%,2.7,62%,38%,2.9,84%,16%
Indiana,Greensburg Community Schools,13.8,27%,9.40%,3.3,95%,5%,2.8,78%,22%
Indiana,Greenwood Community Sch Corp,6.2,17%,2.70%,3.3,92%,8%,3,90%,10%
Indiana,Griffith Public Schools,7.2,14%,4.90%,2.7,64%,36%,2.8,79%,21%
Indiana,Hamilton Community Schools,N/A,N/A,N/A,2.4,42%,58%,2.9,90%,10%
Indiana,Hamilton Heights School Corp,16.4,38%,9.40%,2.6,55%,45%,2.9,84%,16%
Indiana,Hamilton Southeastern Schools,41.9,58%,36.60%,3.3,93%,7%,3.1,95%,5%
Indiana,Hanover Community School Corp,15,30%,10.00%,2.9,76%,24%,3,89%,11%
Indiana,Herron Charter,60.3,85%,52.00%,3,68%,32%,3,91%,9%
Indiana,Hope Academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,Huntington Co Com Sch Corp,17.9,34%,12.60%,3.1,79%,21%,2.8,75%,25%
Indiana,In Acad For Sci Math Humanities,52.7,67%,48.10%,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,In Connections Acad Virtual Pilot,N/A,N/A,N/A,2.3,25%,75%,2.9,86%,14%
Indiana,Indiana School For The Deaf,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,Indianapolis Metropolitan High Sch,N/A,N/A,N/A,2.7,61%,39%,2.3,29%,71%
Indiana,Indianapolis Public Schools,8,28%,1.50%,2.6,47%,53%,2.5,53%,47%
Indiana,Irvington Community School,25.8,73%,10.00%,2.4,43%,57%,2.8,81%,19%
Indiana,Jac-Cen-Del Community Sch Corp,N/A,N/A,N/A,2.6,61%,39%,2.8,80%,20%
Indiana,Jay School Corp,7.6,21%,3.20%,2.7,53%,47%,2.9,87%,13%
Indiana,Jennings County Schools,9.3,17%,6.60%,2.7,66%,34%,2.7,71%,29%
Indiana,John Glenn School Corporation,29,36%,26.60%,3,84%,16%,2.9,85%,15%
Indiana,Kankakee Valley School Corp,15.5,27%,11.80%,2.7,61%,39%,2.9,85%,15%
Indiana,Knox Community School Corp,13.3,25%,9.50%,2.7,69%,31%,2.8,77%,23%
Indiana,Kokomo-Center Twp Con Sch Corp,14.6,29%,9.80%,2.3,32%,68%,2.6,57%,43%
Indiana,Lafayette School Corporation,12.6,18%,10.70%,3.1,87%,13%,2.8,73%,27%
Indiana,Lake Central School Corp,27.4,34%,25.30%,3.3,92%,8%,3,92%,8%
Indiana,Lake Ridge Schools,8.2,30%,0.90%,2.4,40%,60%,2.6,62%,38%
Indiana,Lake Station Community Schools,6.4,22%,1.10%,2.8,76%,24%,2.7,72%,28%
Indiana,Lakeland School Corporation,8.1,20%,4.00%,2.8,66%,34%,2.8,77%,23%
Indiana,Lanesville Community School Corp,36,42%,33.90%,2.9,76%,24%,3,92%,8%
Indiana,Laporte Community School Corp,8.6,16%,6.10%,2.9,72%,28%,2.9,83%,17%
Indiana,Lawrenceburg Com School Corp,4.6,8%,3.40%,2.8,68%,32%,2.7,66%,34%
Indiana,Lebanon Community School Corp,18.3,28%,15.00%,3.2,96%,4%,2.9,83%,17%
Indiana,Liberty-Perry Com School Corp,19.3,42%,11.90%,3.2,90%,10%,2.9,85%,15%
Indiana,Linton-Stockton School Corp,12,25%,7.80%,2.9,73%,27%,3,91%,9%
Indiana,Logansport Community Sch Corp,10.3,20%,7.00%,3.7,95%,5%,2.8,73%,27%
Indiana,Loogootee Community Sch Corp,N/A,N/A,N/A,3,84%,16%,2.9,79%,21%
Indiana,M S D Bluffton-Harrison,15.5,34%,9.50%,2.5,48%,52%,2.8,81%,19%
Indiana,M S D Boone Township,7.4,19%,3.60%,3.2,82%,18%,2.9,89%,11%
Indiana,M S D Decatur Township,11,25%,6.40%,3,86%,14%,2.8,75%,25%
Indiana,M S D Martinsville Schools,19.7,28%,17.00%,3.2,93%,7%,2.9,88%,12%
Indiana,M S D Mount Vernon,7.4,8%,7.10%,2.8,69%,31%,2.8,80%,20%
Indiana,M S D North Posey Co Schools,24.6,37%,20.50%,2.5,50%,50%,2.8,79%,21%
Indiana,M S D Of New Durham Township,N/A,N/A,N/A,2.4,38%,62%,2.8,75%,25%
Indiana,M S D Perry Township,16.4,29%,12.10%,2.9,72%,28%,2.8,71%,29%
Indiana,M S D Pike Township,19.3,34%,14.30%,2.3,29%,71%,2.7,68%,32%
Indiana,M S D Shakamak Schools,6.6,18%,2.80%,2.6,54%,46%,2.9,86%,14%
Indiana,M S D Southwest Allen County,34,47%,29.60%,3.3,93%,7%,3,89%,11%
Indiana,M S D Steuben County,16.6,24%,14.00%,2.8,71%,29%,2.8,79%,21%
Indiana,M S D Wabash County Schools,12.4,30%,6.70%,3,83%,17%,2.9,80%,20%
Indiana,M S D Warren County,11.6,32%,5.00%,2.5,46%,54%,2.7,71%,29%
Indiana,M S D Warren Township,15,29%,10.20%,2.7,68%,32%,2.8,76%,24%
Indiana,M S D Washington Township,25.2,36%,21.50%,2.9,79%,21%,2.9,80%,20%
Indiana,M S D Wayne Township,12.1,24%,8.20%,N/A,N/A,N/A,2.8,75%,25%
Indiana,Maconaquah School Corp,18.3,27%,15.50%,2.9,72%,28%,2.9,84%,16%
Indiana,Madison Consolidated Schools,15.8,29%,11.50%,2.6,52%,48%,2.7,69%,31%
Indiana,Madison-Grant United Sch Corp,5.8,18%,1.70%,3,87%,13%,2.8,79%,21%
Indiana,Manchester Community Schools,36.4,48%,32.60%,3.1,80%,20%,2.8,77%,23%
Indiana,Marion Community Schools,15.3,24%,12.20%,2.8,68%,32%,2.8,75%,25%
Indiana,Medora Community School Corp,N/A,N/A,N/A,2.3,27%,73%,2.6,64%,36%
Indiana,Merrillville Community School,11.6,21%,8.30%,3.1,95%,5%,2.7,73%,27%
Indiana,Metropolitan School District of Lawrence Township,20.7,32%,16.80%,3.2,92%,8%,2.7,71%,29%
Indiana,Michigan City Area Schools,10.4,22%,6.60%,2.5,49%,51%,2.7,68%,32%
Indiana,Middlebury Community Schools,17.5,24%,15.20%,3.3,96%,4%,2.9,87%,13%
Indiana,Milan Community Schools,11.2,20%,8.20%,2.6,56%,44%,2.7,71%,29%
Indiana,Mill Creek Community Sch Corp,17.1,35%,11.30%,3.1,86%,14%,2.9,85%,15%
Indiana,Mississinewa Community School Corp,17.8,48%,7.70%,3.1,86%,14%,2.9,82%,18%
Indiana,Mitchell Community Schools,11.6,29%,5.90%,2.5,47%,53%,2.9,84%,16%
Indiana,Monroe Central School Corp,4.8,16%,1.20%,2.4,33%,67%,2.8,83%,17%
Indiana,Monroe County Com Sch Corp,28.9,40%,25.30%,3,81%,19%,2.8,79%,21%
Indiana,Monroe-Gregg School District,20.4,35%,15.70%,3,86%,14%,2.7,74%,26%
Indiana,Mooresville Con School Corp,17,31%,12.30%,2.6,53%,47%,2.8,78%,22%
Indiana,Mt Vernon Community Sch Corp,27.4,44%,21.70%,3.2,91%,9%,2.9,87%,13%
Indiana,Muncie Community Schools,13.4,27%,8.70%,3,83%,17%,2.7,72%,28%
Indiana,Nettle Creek School Corp,16.3,29%,12.00%,2.5,43%,57%,2.8,74%,26%
Indiana,New Albany-Floyd Co Con Sch,28.5,38%,25.30%,2.7,64%,36%,2.8,80%,20%
Indiana,New Castle Community Sch Corp,14.4,21%,12.10%,3,82%,18%,2.7,73%,27%
Indiana,New Prairie United School Corp,16.3,30%,11.80%,2.8,70%,30%,2.9,86%,14%
Indiana,Nineveh-Hensley-Jackson United,8.2,24%,3.10%,3,91%,9%,2.8,79%,21%
Indiana,Noblesville Schools,29.2,41%,25.20%,3,83%,17%,3,91%,9%
Indiana,North Adams Community Schools,11.9,24%,7.90%,3.2,94%,6%,2.8,79%,21%
Indiana,North Daviess Com Schools,N/A,N/A,N/A,2.9,67%,33%,2.8,80%,20%
Indiana,North Gibson School Corp,N/A,N/A,N/A,2.6,51%,49%,2.8,76%,24%
Indiana,North Harrison Com School Corp,N/A,N/A,N/A,2.7,60%,40%,2.8,81%,19%
Indiana,North Judson-San Pierre Sch Corp,N/A,N/A,N/A,2.5,54%,46%,2.8,77%,23%
Indiana,North Knox School Corp,6.1,12%,4.00%,3.1,93%,7%,2.7,64%,36%
Indiana,North Lawrence Com Schools,12.1,32%,5.60%,3.1,93%,7%,2.8,81%,19%
Indiana,North Miami Community Schools,N/A,N/A,N/A,2.5,52%,48%,2.8,72%,28%
Indiana,North Montgomery Com Sch Corp,9.8,21%,6.10%,2.7,59%,41%,2.8,76%,24%
Indiana,North Newton School Corp,25,47%,17.80%,2.6,58%,42%,2.9,85%,15%
Indiana,North Putnam Community Schools,14.1,23%,11.30%,3.3,93%,7%,2.9,88%,12%
Indiana,North Spencer County Sch Corp,18.5,30%,14.70%,2.9,81%,19%,2.9,89%,11%
Indiana,North Vermillion Com Sch Corp,17.9,43%,9.40%,2.4,38%,62%,2.9,85%,15%
Indiana,North West Hendricks Schools,22.4,45%,14.80%,3.3,92%,8%,2.8,82%,18%
Indiana,North White School Corp,11.4,36%,3.40%,2.4,38%,62%,2.7,71%,29%
Indiana,Northeast Dubois Co Sch Corp,6.4,21%,1.40%,3.3,98%,2%,2.9,88%,12%
Indiana,Northeast School Corp,11.8,26%,6.90%,2.4,42%,58%,2.9,91%,9%
Indiana,Northeastern Wayne Schools,21.2,35%,16.70%,2.7,64%,36%,2.8,78%,22%
Indiana,Northern Wells Com Schools,13.1,27%,8.40%,2.8,73%,27%,2.8,80%,20%
Indiana,Northwest Allen County Schools,29.5,33%,28.50%,3.1,93%,7%,3,92%,8%
Indiana,Northwestern Con School Corp,15.3,41%,6.70%,2.8,75%,25%,2.8,73%,27%
Indiana,Northwestern School Corp,16.5,38%,9.40%,3.1,92%,8%,3,91%,9%
Indiana,Oak Hill United School Corp,18.8,35%,13.30%,2.8,67%,33%,3,94%,6%
Indiana,Options Charter Sch - Noblesville,N/A,N/A,N/A,N/A,N/A,N/A,2.6,54%,46%
Indiana,Options Charter School - Carmel,N/A,N/A,N/A,N/A,N/A,N/A,2.8,83%,17%
Indiana,Oregon-Davis School Corp,10.1,35%,1.80%,2.3,32%,68%,2.8,76%,24%
Indiana,Orleans Community Schools,6.7,17%,3.30%,2.8,80%,20%,2.9,86%,14%
Indiana,Paoli Community School Corp,10.3,20%,7.00%,2.5,45%,55%,2.7,70%,30%
Indiana,Penn-Harris-Madison Sch Corp,26.8,39%,22.90%,3.1,86%,14%,3,93%,7%
Indiana,Perry Central Com Schools Corp,9,25%,3.60%,3.1,92%,8%,2.8,79%,21%
Indiana,Peru Community Schools,10,29%,3.70%,3,81%,19%,2.8,81%,19%
Indiana,Pike County School Corp,5.7,16%,2.20%,2.9,80%,20%,2.8,82%,18%
Indiana,Pioneer Regional School Corp,12.7,24%,8.90%,2.6,62%,38%,2.9,91%,9%
Indiana,Plainfield Community Sch Corp,24.7,33%,22.00%,3.3,93%,7%,3,90%,10%
Indiana,Plymouth Community School Corp,34,45%,30.10%,2.9,79%,21%,2.9,83%,17%
Indiana,Portage Township Schools,8,13%,6.30%,2.9,80%,20%,2.9,84%,16%
Indiana,Porter Township School Corp,4.9,15%,1.60%,2.8,71%,29%,2.9,84%,16%
Indiana,Prairie Heights Com Sch Corp,13.1,34%,6.00%,2.9,82%,18%,2.9,84%,16%
Indiana,Randolph Central School Corp,14.9,34%,8.60%,3.2,92%,8%,2.8,79%,21%
Indiana,Randolph Eastern School Corp,7,23%,1.60%,2.3,29%,71%,2.8,75%,25%
Indiana,Randolph Southern School Corp,23.3,41%,17.20%,2.5,45%,55%,2.7,72%,28%
Indiana,Rensselaer Central School Corp,5.6,10%,4.00%,N/A,N/A,N/A,2.8,75%,25%
Indiana,Richland-Bean Blossom C S C,8,20%,4.00%,3.2,93%,7%,2.8,78%,22%
Indiana,Richmond Community Schools,10.1,18%,7.60%,2.7,66%,34%,2.8,71%,29%
Indiana,Rising Sun-Ohio Co Com,N/A,N/A,N/A,2.3,31%,69%,2.8,78%,22%
Indiana,River Forest Community Sch Corp,14.4,27%,10.10%,2.5,49%,51%,2.8,74%,26%
Indiana,Rochester Community Sch Corp,N/A,N/A,N/A,2.5,45%,55%,2.8,80%,20%
Indiana,Rock Creek Community Academy,N/A,N/A,N/A,2.3,26%,74%,2.7,68%,32%
Indiana,Rockville Community School Corp,21.3,30%,18.50%,2.2,24%,76%,3,89%,11%
Indiana,Rossville Con School District,26.4,42%,21.30%,2.9,76%,24%,2.7,73%,27%
Indiana,Rush County Schools,15.1,29%,10.50%,2.6,60%,40%,2.9,81%,19%
Indiana,Salem Community Schools,11.3,18%,9.20%,2.9,80%,20%,2.7,74%,26%
Indiana,School City Of East Chicago,4.8,12%,2.50%,2.6,53%,47%,2.6,55%,45%
Indiana,School City Of Hammond,12.4,26%,8.00%,2.6,55%,45%,2.5,48%,52%
Indiana,School City Of Hobart,12.1,25%,7.80%,2.9,74%,26%,2.9,85%,15%
Indiana,School City Of Mishawaka,8.6,19%,5.30%,2.7,60%,40%,2.8,76%,24%
Indiana,School Town Of Highland,24.8,36%,21.00%,2.5,48%,52%,2.9,88%,12%
Indiana,School Town Of Munster,36.9,44%,34.70%,3.6,97%,3%,3,94%,6%
Indiana,School Town Of Speedway,27.7,43%,22.80%,3,92%,8%,2.8,74%,26%
Indiana,Scott County School District 1,5.1,17%,1.10%,2.3,30%,70%,2.8,76%,24%
Indiana,Scott County School District 2,6,16%,2.60%,3,74%,26%,2.8,77%,23%
Indiana,Seymour Community Schools,11.6,18%,9.30%,2.5,42%,58%,2.7,70%,30%
Indiana,Shelby Eastern Schools,28,46%,22.00%,2.7,61%,39%,2.9,89%,11%
Indiana,Shelbyville Central Schools,18.3,33%,13.40%,3,85%,15%,2.9,80%,20%
Indiana,Shenandoah School Corporation,3.6,15%,0.00%,3.1,89%,11%,2.9,84%,16%
Indiana,Sheridan Community Schools,15,40%,6.80%,2.7,59%,41%,2.9,92%,8%
Indiana,Shoals Community School Corp,N/A,N/A,N/A,2.4,37%,63%,3.1,93%,7%
Indiana,Signature School Inc,97.6,100%,96.80%,3.2,89%,11%,3.3,100%,0%
Indiana,Smith-Green Community Schools,17.1,35%,11.20%,2.7,67%,33%,2.8,80%,20%
Indiana,South Adams Schools,21,47%,12.30%,3,88%,12%,2.9,87%,13%
Indiana,South Bend Community School Corporation,9,18%,6.10%,2.7,62%,38%,2.7,62%,38%
Indiana,South Central Com School Corp,5.1,16%,1.40%,2.4,44%,56%,2.9,88%,12%
Indiana,South Dearborn Com School Corp,5.6,10%,4.20%,3.1,89%,11%,2.8,75%,25%
Indiana,South Gibson School Corp,5.7,7%,5.30%,3.3,97%,3%,3,89%,11%
Indiana,South Harrison Com Schools,8.3,20%,4.50%,2.9,76%,24%,2.8,76%,24%
Indiana,South Henry School Corp,7.5,21%,3.00%,3,88%,12%,2.9,81%,19%
Indiana,South Knox School Corp,9.9,36%,1.20%,2.9,78%,22%,2.7,72%,28%
Indiana,South Madison Com Sch Corp,23.8,50%,15.10%,2.5,50%,50%,2.8,80%,20%
Indiana,South Montgomery Com Sch Corp,18.9,38%,12.50%,3.4,91%,9%,2.9,88%,12%
Indiana,South Newton School Corp,N/A,N/A,N/A,3.1,83%,17%,2.8,75%,25%
Indiana,South Putnam Community Schools,16.6,36%,10.10%,2.8,74%,26%,3,91%,9%
Indiana,South Ripley Com Sch Corp,13.1,35%,5.80%,3,94%,6%,2.8,76%,24%
Indiana,South Spencer County Sch Corp,20.7,40%,14.30%,3.1,89%,11%,2.9,84%,16%
Indiana,South Vermillion Com Sch Corp,20.2,38%,14.20%,2.3,30%,70%,2.8,72%,28%
